"legislature","url","name","born","sex","constituency","party","committee","photo","nyears"
13,"http://dati.camera.it/ocd/deputato.rdf/d32760_13","DOMENICO COMINO",1955,"M","Piemonte","LEGA NORD PADANIA","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL DISSESTO DELLA FEDERAZIONE ITALIANA DEI CONSORZI AGRARI;COMITATO PARLAMENTARE PER I SERVIZI DI INFORMAZIONE E SICUREZZA E PER IL SEGRETO DI STATO;GIUNTA PER IL REGOLAMENTO;CONFERENZA DEI CAPIGRUPPO;XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);XIII COMMISSIONE (AGRICOLTURA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32760&legislatura=13",4
11,"http://dati.camera.it/ocd/deputato.rdf/d32770_11","GIORGIO CONCA",1946,"M","Mantova","LEGA NORD","XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32770&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32780_11","GIULIO CONTI",1939,"M","Ancona","MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32780&legislatura=11",0
12,"http://dati.camera.it/ocd/deputato.rdf/d32780_12","GIULIO CONTI",1939,"M","Marche","ALLEANZA NAZIONALE","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32780&legislatura=12",2
13,"http://dati.camera.it/ocd/deputato.rdf/d32780_13","GIULIO CONTI",1939,"M","Marche","ALLEANZA NAZIONALE","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32780&legislatura=13",4
14,"http://dati.camera.it/ocd/deputato.rdf/d32780_14","GIULIO CONTI",1939,"M","Marche","ALLEANZA NAZIONALE","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32780&legislatura=14",9
15,"http://dati.camera.it/ocd/deputato.rdf/d32780_15","GIULIO CONTI",1939,"M","Marche","ALLEANZA NAZIONALE","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32780&legislatura=15",14
11,"http://dati.camera.it/ocd/deputato.rdf/d32790_11","CALOGERO CORRAO",1929,"M","Palermo","CENTRO CRISTIANO DEMOCRATICO","COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLA DESTINAZIONE DEI FONDI PER LA RICOSTRUZIONE DEL BELICE;VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32790&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32800_11","GIOVANNI CORRENTI",1940,"M","Torino","PARTITO DEMOCRATICO DELLA SINISTRA","COMMISSIONE SPECIALE PER L'ESAME, IN SEDE REFERENTE, DEI PROGETTI DI LEGGE CONCERNENTI LA RIFORMA DELL'IMMUNITA' PARLAMENTARE;GIUNTA PER LE AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO;COMITATO PARLAMENTARE PER I SERVIZI DI INFORMAZIONE E SICUREZZA E PER IL SEGRETO DI STATO;COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;II COMMISSIONE (GIUSTIZIA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32800&legislatura=11",0
6,"http://dati.camera.it/ocd/deputato.rdf/d3280_6","NICOLA LAPENTA",1926,"M","Potenza","DEMOCRAZIA CRISTIANA","COMMISSIONE INQUIRENTE PER I PROCEDIMENTI DI ACCUSA;II COMMISSIONE AFFARI DELLA PRESIDENZA DEL CONSIGLIO, AFFARI INTERNI E DI CULTO, ENTI PUBBLICI;VI COMMISSIONE FINANZE E TESORO;IX COMMISSIONE LAVORI PUBBLICI;GIUNTA PER L'ESAME DELLE DOMANDE DI AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3280&legislatura=6",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32810_11","MICHELE CORTESE",1935,"M","Catania","PARTITO SOCIALISTA ITALIANO","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32810&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32820_11","LUCIANO COSTANTINI",1951,"M","Perugia","PARTITO DEMOCRATICO DELLA SINISTRA","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32820&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32830_11","ROBINIO COSTI",1943,"M","Roma","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);VI COMMISSIONE (FINANZE);VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32830&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32840_11","FEDERICO CRIPPA",1947,"M","Brescia","VERDI","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32840&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32850_11","VINCENZINO CULICCHIA",1932,"M","Palermo","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32850&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32860_11","FERNANDO DALLA CHIESA",1949,"M","Milano","MOVIMENTO PER LA DEMOCRAZIA: LA RETE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32860&legislatura=11",0
13,"http://dati.camera.it/ocd/deputato.rdf/d32860_13","FERNANDO DALLA CHIESA",1949,"M","Lombardia","MISTO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE);COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE RECANTI MISURE PER LA PREVENZIONE E LA REPRESSIONE DEI FENOMENI DI CORRUZIONE;GIUNTA PER LE AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32860&legislatura=13",3
11,"http://dati.camera.it/ocd/deputato.rdf/d32870_11","MARIA SIMONA DALLA CHIESA",1952,"F","Catanzaro","PARTITO DEMOCRATICO DELLA SINISTRA","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32870&legislatura=11",0
12,"http://dati.camera.it/ocd/deputato.rdf/d32870_12","MARIA SIMONA DALLA CHIESA",1952,"F","Calabria","PROGRESSISTI - FEDERATIVO","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32870&legislatura=12",2
11,"http://dati.camera.it/ocd/deputato.rdf/d32880_11","ALESSANDRO DALLA VIA",1941,"M","Verona","PARTITO LIBERALE ITALIANO","VI COMMISSIONE (FINANZE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32880&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32890_11","PIERGIUSEPPE D'ANDREAMATTEO",1944,"M","L'aquila","PARTITO SOCIALISTA ITALIANO","IV COMMISSIONE (DIFESA);XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32890&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32900_11","LINO DE BENETTI",1939,"M","Genova","VERDI","COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;VI COMMISSIONE (FINANZE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32900&legislatura=11",0
12,"http://dati.camera.it/ocd/deputato.rdf/d32900_12","LINO DE BENETTI",1939,"M","Liguria","PROGRESSISTI - FEDERATIVO","VI COMMISSIONE (FINANZE);COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;COMMISSIONE MONOCAMERALE D'INCHIESTA SULLA VICENDA DELL'ACNA DI CENGIO;COMMISSIONE PER LA VIGILANZA SULLA CASSA DEPOSITI E PRESTITI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32900&legislatura=12",2
13,"http://dati.camera.it/ocd/deputato.rdf/d32900_13","LINO DE BENETTI",1939,"M","Liguria","MISTO","VI COMMISSIONE (FINANZE);COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN E DI VIGILANZA SULL'ATTIVITÃ DELL'UNITÃ NAZIONALE EUROPOL;COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE PREVISTE DALLA LEGGE 23 DICEMBRE 1996, N. 662, CONCERNENTE MISURE DI RAZIONALIZZAZIONE DELLA FINANZA PUBBLICA;COMMISSIONE PARLAMENTARE CONSULTIVA IN MATERIA DI RIFORMA FISCALE AI SENSI DELLA LEGGE 23 DICEMBRE 1996, N. 662;XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32900&legislatura=13",4
6,"http://dati.camera.it/ocd/deputato.rdf/d3290_6","PIO LA TORRE",1927,"M","Palermo","PARTITO COMUNISTA ITALIANO","COMMISSIONE PARLAMENTARE D'INCHIESTA SUL FENOMENO DELLA MAFIA IN SICILIA;COMMISSIONE PARLAMENTARE PER L'ESERCIZIO DEI POTERI DI CONTROLLO SULLA PROGRAMMAZIONE E SULL'ATTUAZIONE DEGLI INTERVENTI ORDINARI E STRAORDINARI NEL MEZZOGIORNO;V COMMISSIONE BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3290&legislatura=6",0
7,"http://dati.camera.it/ocd/deputato.rdf/d3290_7","PIO LA TORRE",1927,"M","Palermo","PARTITO COMUNISTA ITALIANO","COMMISSIONE PARLAMENTARE PER L'ESERCIZIO DEI POTERI DI CONTROLLO SULLA PROGRAMMAZIONE E SULL'ATTUAZIONE DEGLI INTERVENTI ORDINARI E STRAORDINARI NEL MEZZOGIORNO;V COMMISSIONE BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI;XI COMMISSIONE AGRICOLTURA E FORESTE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3290&legislatura=7",4
8,"http://dati.camera.it/ocd/deputato.rdf/d3290_8","PIO LA TORRE",1927,"M","Palermo","PARTITO COMUNISTA ITALIANO","VII COMMISSIONE (DIFESA);XI COMMISSIONE (AGRICOLTURE E FORESTE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3290&legislatura=8",7
11,"http://dati.camera.it/ocd/deputato.rdf/d32910_11","UMBERTO DEL BASSO DE CARO",1953,"M","Benevento","PARTITO SOCIALISTA ITALIANO","GIUNTA PER LE AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE RELATIVE AL NUOVO CODICE DI PROCEDURA PENALE;COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;II COMMISSIONE (GIUSTIZIA);V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32910&legislatura=11",0
17,"http://dati.camera.it/ocd/deputato.rdf/d32910_17","UMBERTO DEL BASSO DE CARO",1953,"M","Campania","PARTITO DEMOCRATICO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);X COMMISSIONE (ATTIVITA' PRODUTTIVE, COMMERCIO E TURISMO);XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA);COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32910&legislatura=17",3
18,"http://dati.camera.it/ocd/deputato.rdf/d32910_18","UMBERTO DEL BASSO DE CARO",1953,"M","Campania_-","PARTITO DEMOCRATICO","GIUNTA DELLE ELEZIONI;IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI);VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32910&legislatura=18",8
11,"http://dati.camera.it/ocd/deputato.rdf/d32920_11","PAOLO DE PAOLI",1935,"M","Udine","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","UFFICIO DI PRESIDENZA;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO LE ASSEMBLEE DEL CONSIGLIO D'EUROPA E DELLA UEO;I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32920&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32930_11","ANDREA CARMINE DE SIMONE",1954,"M","Benevento","PARTITO DEMOCRATICO DELLA SINISTRA","II COMMISSIONE (GIUSTIZIA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32930&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32950_11","COSIMO DAMIANO FRANCESCO DI GIUSEPPE",1941,"M","Bari","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI;COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32950&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32960_11","FERNANDO DI LAURA FRATTURA",1932,"M","Campobasso","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32960&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32970_11","GIOVANNI DI MAURO",1956,"M","Palermo","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32970&legislatura=11",0
15,"http://dati.camera.it/ocd/deputato.rdf/d32970_15","GIOVANNI DI MAURO",1956,"M","Sicilia","MISTO","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32970&legislatura=15",3
16,"http://dati.camera.it/ocd/deputato.rdf/d32970_16","GIOVANNI DI MAURO",1956,"M","Sicilia","MISTO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32970&legislatura=16",5
11,"http://dati.camera.it/ocd/deputato.rdf/d32980_11","GIOVANNI DOLINO",1923,"M","Torino","RIFONDAZIONE COMUNISTA","II COMMISSIONE (GIUSTIZIA);VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32980&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d32990_11","MARTINO DORIGO",1961,"M","Venezia","RIFONDAZIONE COMUNISTA","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32990&legislatura=11",0
12,"http://dati.camera.it/ocd/deputato.rdf/d32990_12","MARTINO DORIGO",1961,"M","Veneto","RIFONDAZIONE COMUNISTA - PROGRESSISTI","IV COMMISSIONE (DIFESA);COMMISSIONE PARLAMENTARE D'INCHIESTA SUL TERRORISMO IN ITALIA E SULLE CAUSE DELLA MANCATA INDIVIDUAZIONE DEI RESPONSABILI DELLE STRAGI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=32990&legislatura=12",2
11,"http://dati.camera.it/ocd/deputato.rdf/d33000_11","FABIO DOSI",1954,"M","Parma","LEGA NORD","COMMISSIONE SPECIALE PER L'ESAME, IN SEDE REFERENTE, DEI PROGETTI DI LEGGE CONCERNENTI LA RIFORMA DELL'IMMUNITA' PARLAMENTARE;COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE RELATIVE AL NUOVO CODICE DI PROCEDURA PENALE;GIUNTA DELLE ELEZIONI;I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33000&legislatura=11",0
12,"http://dati.camera.it/ocd/deputato.rdf/d33000_12","FABIO DOSI",1954,"M","Emilia-Romagna","LEGA NORD","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33000&legislatura=12",2
10,"http://dati.camera.it/ocd/deputato.rdf/d3300_10","VITO LATTANZIO",1926,"M","Bari","DEMOCRATICO CRISTIANO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);UFFICIO DI PRESIDENZA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=10",29
11,"http://dati.camera.it/ocd/deputato.rdf/d3300_11","VITO LATTANZIO",1926,"M","Bari","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","DELEGAZIONE PARLAMENTARE ITALIANA ALL'ASSEMBLEA DELL'ATLANTICO DEL NORD;III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=11",34
3,"http://dati.camera.it/ocd/deputato.rdf/d3300_3","VITO LATTANZIO",1926,"M","Bari","DEMOCRATICO CRISTIANO","II COMMISSIONE AFFARI DELLA PRESIDENZA DEL CONSIGLIO - AFFARI INTERNI E DI CULTO - ENTI PUBBLICI;XIII COMMISSIONE LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE;XIV COMMISSIONE IGIENE E SANITA' PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=3",0
4,"http://dati.camera.it/ocd/deputato.rdf/d3300_4","VITO LATTANZIO",1926,"M","Bari","DEMOCRATICO CRISTIANO","XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=4",5
5,"http://dati.camera.it/ocd/deputato.rdf/d3300_5","VITO LATTANZIO",1926,"M","Bari","DEMOCRAZIA CRISTIANA","XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA;GIUNTA DELLE ELEZIONI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=5",10
6,"http://dati.camera.it/ocd/deputato.rdf/d3300_6","VITO LATTANZIO",1926,"M","Bari","DEMOCRAZIA CRISTIANA","COMMISSIONE PARLAMENTARE PER L'ESERCIZIO DEI POTERI DI CONTROLLO SULLA PROGRAMMAZIONE E SULL'ATTUAZIONE DEGLI INTERVENTI ORDINARI E STRAORDINARI NEL MEZZOGIORNO;VII COMMISSIONE DIFESA;XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=6",14
7,"http://dati.camera.it/ocd/deputato.rdf/d3300_7","VITO LATTANZIO",1926,"M","Bari","DEMOCRAZIA CRISTIANA","VII COMMISSIONE DIFESA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=7",18
8,"http://dati.camera.it/ocd/deputato.rdf/d3300_8","VITO LATTANZIO",1926,"M","Bari","DEMOCRAZIA CRISTIANA","II COMMISSIONE (AFFARI DELLA PRESIDENZA DEL CONSIGLIO - AFFARI INTERNI E DI CULTO - ENTI PUBBLICI);III COMMISSIONE (AFFARI ESTERI - EMIGRAZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=8",21
9,"http://dati.camera.it/ocd/deputato.rdf/d3300_9","VITO LATTANZIO",1926,"M","Bari","DEMOCRAZIA CRISTIANA","II COMMISSIONE (AFFARI DELLA PRESIDENZA DEL CONSIGLIO - AFFARI INTERNI E DI CULTO - ENTI PUBBLICI);III COMMISSIONE (AFFARI ESTERI - EMIGRAZIONE);XII COMMISSIONE (INDUSTRIA E COMMERCIO - ARTIGIANATO - COMMERCIO ESTERO);XIII COMMISSIONE (LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE);XIV COMMISSIONE (IGIENE  E SANITÃ PUBBLICA);UFFICIO DI PRESIDENZA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3300&legislatura=9",25
11,"http://dati.camera.it/ocd/deputato.rdf/d33010_11","GIOVANNI GUIDO ELSNER",1940,"M","Roma","MISTO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33010&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d33020_11","FABIO EVANGELISTI",1954,"M","Pisa","PARTITO DEMOCRATICO DELLA SINISTRA","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33020&legislatura=11",0
12,"http://dati.camera.it/ocd/deputato.rdf/d33020_12","FABIO EVANGELISTI",1954,"M","Toscana","PROGRESSISTI - FEDERATIVO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33020&legislatura=12",2
13,"http://dati.camera.it/ocd/deputato.rdf/d33020_13","FABIO EVANGELISTI",1954,"M","Toscana","DEMOCRATICI DI SINISTRA - L'ULIVO","COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN E DI VIGILANZA SULL'ATTIVITÃ DELL'UNITÃ NAZIONALE EUROPOL;COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO L'ASSEMBLEA DEL CONSIGLIO D'EUROPA;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO L'ASSEMBLEA DELL'UNIONE DELL'EUROPA OCCIDENTALE;XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33020&legislatura=13",4
15,"http://dati.camera.it/ocd/deputato.rdf/d33020_15","FABIO EVANGELISTI",1954,"M","Toscana","ITALIA DEI VALORI","IV COMMISSIONE (DIFESA);COMMISSIONE PARLAMENTARE DI COLLABORAZIONE ITALO-VENEZUELANA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33020&legislatura=15",10
16,"http://dati.camera.it/ocd/deputato.rdf/d33020_16","FABIO EVANGELISTI",1954,"M","Toscana","ITALIA DEI VALORI","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);GIUNTA DELLE ELEZIONI;COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE;OSSERVATORIO DELLA CAMERA DEI DEPUTATI SUI FENOMENI DI XENOFOBIA E RAZZISMO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33020&legislatura=16",12
11,"http://dati.camera.it/ocd/deputato.rdf/d33030_11","GIUSEPPE FARASSINO",1934,"M","Torino","LEGA NORD","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);VI COMMISSIONE (FINANZE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33030&legislatura=11",0
11,"http://dati.camera.it/ocd/deputato.rdf/d33040_11","GIOVANNI GIUSEPPE CLAUDIO FAVA",1957,"M","Catania","MOVIMENTO PER LA DEMOCRAZIA: LA RETE","COMMISSIONE PARLAMENTARE D'INCHIESTA SUL TERRORISMO IN ITALIA E SULLE CAUSE DELLA MANCATA INDIVIDUAZIONE DEI RESPONSABILI DELLE STRAGI;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO LE ASSEMBLEE DEL CONSIGLIO D'EUROPA E DELLA UEO;III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33040&legislatura=11",0
17,"http://dati.camera.it/ocd/deputato.rdf/d33040_17","GIOVANNI GIUSEPPE CLAUDIO FAVA",1957,"M","Lombardia","MISTO","II COMMISSIONE (GIUSTIZIA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI);IV COMMISSIONE (DIFESA);COMITATO PARLAMENTARE PER LA SICUREZZA DELLA REPUBBLICA;DELEGAZIONE PARLAMENTARE ASSEMBLEA OSCE;COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA;COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE;COMITATO PERMANENTE SULLA POLITICA ESTERA E RELAZIONI ESTERNE DELL'UNIONE EUROPEA;COMITATO PERMANENTE SUI DIRITTI UMANI;COMITATO PERMANENTE SULLA RIFORMA DELLE STRUTTURE ISTITUZIONALI DELLA POLITICA ESTERA DELL'ITALIA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=33040&legislatura=17",3
